description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
        | rest splunk_server=* /services/data/inputs/http 
        | dedup splunk_server 
        | fields splunk_server 
        | join type=left splunk_server [|`dmc_get_instance_roles` | rename serverName as splunk_server]
      ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
      | rest splunk_server=$splunk_server$ /services/data/inputs/http 
      | eval token_name=substr('title', 8)
    ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats latest(events_total) as event_latest
          | eval event_throughput = event_latest/60
          | fields event_throughput
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats latest(valid_requests_total) as valid_request_latest
          | eval valid_requests_throughput=valid_request_latest/60
          | fields valid_requests_throughput
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats latest(invalid_requests_total) as invalid_request_latest
          | eval invalid_requests_throughput=invalid_request_latest/60
          | fields invalid_requests_throughput
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats latest(data_received) as data_received_latest
          | eval data_received_throughput = round(data_received_latest/60, 3)
          | fields data_received_throughput
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats latest(data_indexed) as data_indexed_latest
          | eval data_indexed_throughput = round('data_indexed_latest'/60, 3)
          | fields data_indexed_throughput
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          timechart minspan=""1m"" sum(valid_requests_total) as valid_requests_total, sum(invalid_requests_total) as invalid_requests_total, sum(data_received) as data_received
          | rename valid_requests_total as ""Valid Requests"", invalid_requests_total as ""Invalid Requests"", data_received as ""Data Received""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          eval events_total = if(event_count==0, 0, events_total)
          | fields events_total
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          eval valid_request_count_total = if(event_count==0, 0, requests_total)
          | fields valid_request_count_total 
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          eval invalid_request_count_total = if(event_count==0, 0, auth_failures_total + requests_to_disabled_token_total + requests_to_incorrect_url_total)
          | fields invalid_request_count_total
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          eval data_received = if(event_count==0, 0, data_received)
          | fields data_received
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          eval data_indexed = if(event_count==0, 0, data_indexed)
          | fields data_indexed
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $event_type$
          | rename events_total as ""Events"", valid_requests_total as ""Valid Requests""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $event_type$
          | rename events_total as ""Events"", valid_requests_total as ""Valid Requests""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $event_type$
          | rename events_total as ""Events"", valid_requests_total as ""Valid Requests""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""http_event_collector_token"" $token_clause$      
          | bin _time minspan=1m                     
          | stats sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, values(data.token_name) as token_name by _time
          | eval valid_requests_total = requests_total
          | timechart partial=f minspan=1m sum($event_type$) as $event_type$ by token_name
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_auth_failures) as num_of_auth_failures, sum(data.num_of_requests_to_disabled_token) as num_of_requests_to_disabled_token, sum(data.num_of_requests_to_incorrect_url) as num_of_requests_to_incorrect_url, sum(data.num_of_parser_errors) as num_of_parser_errors
          | fields _time, num_of_auth_failures, num_of_requests_to_disabled_token, num_of_requests_to_incorrect_url, num_of_parser_errors
          | rename num_of_auth_failures as ""Authentication Failures"", num_of_requests_to_disabled_token as ""Requests to Disabled Token"", num_of_requests_to_incorrect_url as ""Requests to Incorrect URL"", num_of_parser_errors as ""Parser Errors""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_auth_failures) as num_of_auth_failures, sum(data.num_of_requests_to_disabled_token) as num_of_requests_to_disabled_token, sum(data.num_of_requests_to_incorrect_url) as num_of_requests_to_incorrect_url, sum(data.num_of_parser_errors) as num_of_parser_errors
          | fields _time, num_of_requests_to_disabled_token, num_of_parser_errors
          | rename num_of_auth_failures as ""Authentication Failures"", num_of_requests_to_disabled_token as ""Requests to Disabled Token"", num_of_requests_to_incorrect_url as ""Requests to Incorrect URL"", num_of_parser_errors as ""Parser Errors""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_auth_failures) as num_of_auth_failures, sum(data.num_of_requests_to_disabled_token) as num_of_requests_to_disabled_token, sum(data.num_of_requests_to_incorrect_url) as num_of_requests_to_incorrect_url, sum(data.num_of_parser_errors) as num_of_parser_errors
          | fields _time, $invalid_request_reason$
          | rename num_of_auth_failures as ""Authentication Failures"", num_of_requests_to_disabled_token as ""Requests to Disabled Token"", num_of_requests_to_incorrect_url as ""Requests to Incorrect URL"", num_of_parser_errors as ""Parser Errors""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_auth_failures) as num_of_auth_failures, sum(data.num_of_requests_to_disabled_token) as num_of_requests_to_disabled_token, sum(data.num_of_requests_to_incorrect_url) as num_of_requests_to_incorrect_url, sum(data.num_of_parser_errors) as num_of_parser_errors
          | fields _time, $invalid_request_reason$
          | rename num_of_auth_failures as ""Authentication Failures"", num_of_requests_to_disabled_token as ""Requests to Disabled Token"", num_of_requests_to_incorrect_url as ""Requests to Incorrect URL"", num_of_parser_errors as ""Parser Errors""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_auth_failures) as num_of_auth_failures, sum(data.num_of_requests_to_disabled_token) as num_of_requests_to_disabled_token, sum(data.num_of_requests_to_incorrect_url) as num_of_requests_to_incorrect_url, sum(data.num_of_parser_errors) as num_of_parser_errors
          | fields _time, $invalid_request_reason$
          | rename num_of_auth_failures as ""Authentication Failures"", num_of_requests_to_disabled_token as ""Requests to Disabled Token"", num_of_requests_to_incorrect_url as ""Requests to Incorrect URL"", num_of_parser_errors as ""Parser Errors""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""http_event_collector_token"" $token_clause$ 
          | bin _time minspan=1m
          | timechart partial=f minspan=1m sum(data.$invalid_request_reason$) as $invalid_request_reason$ by data.token_name
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $data_type$
          | rename data_received as ""Data Received"", data_indexed as ""Data Indexed""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $data_type$
          | rename data_received as ""Data Received"", data_indexed as ""Data Indexed""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""$data_series$"" $token_clause$ 
          | timechart partial=f minspan=1m sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_error_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as auth_failures_total, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url_total, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received
          | eval data_received=data_received/pow(1024, 2) 
          | eval data_indexed=data_indexed/pow(1024, 2) 
          | eval valid_requests_total = requests_total
          | fields _time, $data_type$
          | rename data_received as ""Data Received"", data_indexed as ""Data Indexed""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` component=""HttpEventCollector"" host=$host$ data.series=""http_event_collector_token""
          | bin _time minspan=1m 
          | stats sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received, values(data.token_name) as token_name by _time
          | eval data_received=data_received/pow(1024, 2)
          | eval data_indexed=data_indexed/pow(1024, 2)
          | timechart partial=f minspan=1m sum($data_type$) by token_name
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server=$splunk_server$ /services/data/inputs/http
          | eval enabled = if(disabled == 1, ""No"", ""Yes"")
          | eval Token=substr(title, 8)
          | fields Token, enabled
          | join type=""left"" Token [search http_event_collector_token `dmc_set_index_introspection` host=$host$
          | stats sum(data.num_of_events) as events_total, sum(data.num_of_requests) as requests_total, sum(data.num_of_parser_errors) as parser_errors_total, sum(data.num_of_requests_to_disabled_token) as requests_to_disabled_token_total, sum(data.num_of_auth_failures) as requests_with_auth_failures, sum(data.num_of_requests_to_incorrect_url) as requests_to_incorrect_url, sum(data.total_bytes_indexed) as data_indexed, sum(data.total_bytes_received) as data_received by data.token_name
          | eval data_indexed=data_indexed/pow(1024, 2)
          | eval data_received=data_received/pow(1024, 2)
          | rename ""Data Indexed"" as ""Data Indexed (MB)"" ""Data Received"" as ""Data Received (MB)""
          | eval valid_requests_total = requests_total
          | eval invalid_request_count_total = requests_to_disabled_token_total + requests_with_auth_failures + requests_to_incorrect_url
          | fields data.token_name, events_total, valid_requests_total, invalid_request_count_total, data_received, data_indexed
          | rename data.token_name as ""Token""]
          | eval events_total=if(isnull(events_total), 0, events_total)
          | eval invalid_request_count_total=if(isnull(invalid_request_count_total), 0, invalid_request_count_total)
          | eval valid_requests_total=if(isnull(valid_requests_total), 0, valid_requests_total)
          | eval data_received=if(isnull(data_received), 0, data_received)
          | eval data_indexed=if(isnull(data_indexed), 0, data_indexed)
          | fields Token, enabled, data_indexed, data_received, events_total, invalid_request_count_total, valid_requests_total
          | rename enabled as ""Enabled"", data_indexed as ""Data Indexed (MB)"", data_received as ""Data Received (MB)"", events_total as ""Event Count"", invalid_request_count_total as ""Invalid Request Count"", valid_requests_total as ""Valid Request Count""
        ",,,"http_event_collector_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server_group=dmc_group_indexer splunk_server_group=""$group$"" /services/data/indexes/$index$
            | join title splunk_server type=outer [| rest splunk_server_group=dmc_group_indexer splunk_server_group=""$group$"" /services/data/indexes-extended/$index$]
            | eval bucketCount = coalesce(total_bucket_count, 0)
            | eval eventCount = coalesce(totalEventCount, 0)
            | eval coldBucketSize = coalesce('bucket_dirs.cold.bucket_size', 'bucket_dirs.cold.size', 0)
            | eval coldBucketSizeGB = round(coldBucketSize/ 1024, 2)
            | eval coldBucketMaxSizeGB = if(isnull('coldPath.maxDataSizeMB') OR 'coldPath.maxDataSizeMB' = 0, ""unlimited"", round('coldPath.maxDataSizeMB' / 1024, 2))
            | eval coldBucketUsageGB = coldBucketSizeGB."" / "".coldBucketMaxSizeGB
            | eval homeBucketSizeGB = coalesce(round((total_size - coldBucketSize) / 1024, 2), 0.00)
            | eval homeBucketMaxSizeGB = round('homePath.maxDataSizeMB' / 1024, 2)
            | eval homeBucketMaxSizeGB = if(homeBucketMaxSizeGB > 0, homeBucketMaxSizeGB, ""unlimited"")
            | eval homeBucketUsageGB = homeBucketSizeGB."" / "".homeBucketMaxSizeGB
            | eval dataAgeDays = coalesce(round((now() - strptime(minTime,""%Y-%m-%dT%H:%M:%S%z"")) / 86400, 0), 0)
            | eval frozenTimePeriodDays = round(frozenTimePeriodInSecs / 86400, 0)
            | eval frozenTimePeriodDays = if(frozenTimePeriodDays > 0, frozenTimePeriodDays, ""unlimited"")
            | eval freezeRatioDays = dataAgeDays."" / "".frozenTimePeriodDays
            | eval indexSizeGB = if(currentDBSizeMB >= 1 AND totalEventCount >=1, round(currentDBSizeMB/1024, 2), 0.00)
            | eval maxTotalDataSizeGB = round(maxTotalDataSizeMB / 1024, 2)
            | eval indexMaxSizeGB = if(maxTotalDataSizeGB > 0, maxTotalDataSizeGB, ""unlimited"")
            | eval indexSizeUsageGB = indexSizeGB."" / "".indexMaxSizeGB
            | eval indexSizeUsagePerc = if(isNum(indexMaxSizeGB) AND (indexMaxSizeGB > 0), round(indexSizeGB / indexMaxSizeGB * 100, 2).""%"", ""N/A"")
            | eval total_raw_size = coalesce(total_raw_size, 0)
        ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                    | `dmc_get_groups_containing_role(dmc_group_indexer)`
                    | where search_group!=""dmc_group_indexer""
                ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                    | rest splunk_server_group=dmc_group_indexer splunk_server_group=""$group$"" /services/data/indexes $datatype$
                    | `dmc_exclude_indexes`
                    | stats count by title
                    | fields - count
                ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats dc(splunk_server) as instances
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats sum(indexSizeGB) as totalIndexSizeGB
                        | eval totalIndexSizeGB = totalIndexSizeGB."" GB""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        search title=$index$
                        | stats sum(eval(total_raw_size / 1024)) as totalRawSizeGB
                        | eval totalRawSizeGB = round(totalRawSizeGB, 2)."" GB""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats sum(indexSizeGB) as totalIndexSizeGB
                        sum(eval(total_raw_size / 1024)) as totalRawSizeGB
                        | eval compressionRatio = round(totalRawSizeGB / totalIndexSizeGB, 2)."":1""
                        | fields compressionRatio
                        | eval compressionRatio = if(isnotnull(compressionRatio), compressionRatio, ""N/A"")
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats sum(eventCount) as totalEventCount
                        | eval totalEventCount = toString(totalEventCount, ""commas"")
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats min(minTime) as oldestEvent
                        | eval oldestEvent = replace(oldestEvent, ""T"", "" "")
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats max(maxTime) as newestEvent
                        | eval newestEvent = replace(newestEvent, ""T"", "" "")
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats avg(indexSizeGB) as avgIndexSizeGB
                        | eval avgIndexSizeGB = round(avgIndexSizeGB, 2)."" GB""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats avg(eventCount) as avgEventCount
                        | eval avgEventCount = toString(floor(avgEventCount), ""commas"")
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        eval dataAgeDays = if(isnotnull(dataAgeDays), dataAgeDays, 0)
                        | stats median(dataAgeDays) as medianDataAge
                        | eval medianDataAge = medianDataAge."" days""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        stats avg(bucketCount) as avgBucketCount
                        | eval avgBucketCount = floor(avgBucketCount)
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        eval avgBucketSize = round(indexSizeGB / bucketCount, 2)
                        | fields splunk_server, freezeRatioDays, indexSizeUsageGB, homeBucketUsageGB, coldBucketUsageGB, eventCount, bucketCount, avgBucketSize
                        | rename splunk_server as ""Indexer""
                        freezeRatioDays as ""Data Age vs Frozen Age (days)""
                        indexSizeUsageGB as ""Index Usage (GB)""
                        homeBucketUsageGB as ""Home Path Usage (GB)""
                        coldBucketUsageGB as ""Cold Path Usage (GB)""
                        eventCount as ""Total Event Count""
                        bucketCount as ""Total Bucket Count""
                        avgBucketSize as ""Average Bucket Size (GB)""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        | metadata type=hosts index=$index$ splunk_server_group=dmc_group_indexer splunk_server_group=""$group$""
                        | fields host, totalCount
                        | sort - totalCount
                        | rename host as Host, totalCount as ""Event Count""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        | metadata type=sources index=$index$ splunk_server_group=dmc_group_indexer splunk_server_group=""$group$""
                        | fields source, totalCount
                        | sort - totalCount
                        | rename source as Source, totalCount as ""Event Count""
                    ",,,"index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                        | metadata type=sourcetypes index=$index$ splunk_server_group=dmc_group_indexer splunk_server_group=""$group$""
                        | fields sourcetype, totalCount
                        | sort - totalCount
                        | rename sourcetype as Sourcetype, totalCount as ""Event Count""
                    ",,,"index_detail_deployment"
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
                        index=_introspection sourcetype=splunk_disk_objects component=Indexes data.name=$index$ search_group=dmc_group_indexer search_group=""$group$""
                        | `dmc_set_bin_for_disk_usage`
                        | stats latest(data.total_size) as totalSize by host _time
                        | `dmc_timechart_for_disk_usage` $funcDiskSizeUsage$(eval(totalSize /1024)) as ""Index Size""
                    ",,"sourcetype=splunk_disk_objects","index_detail_deployment"
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
                        index=_introspection sourcetype=splunk_disk_objects component=Indexes data.name=$index$ search_group=dmc_group_indexer search_group=""$group$""
                        | eval pctDiskUsage = 'data.total_size' / 'data.total_capacity'
                        | bin _time minspan=10min
                        | stats $funcDiskPercUsage$(pctDiskUsage) as pctDiskUsage by host _time
                        | rangemap field=pctDiskUsage ""0-25%""=0-0.25 ""25-50%""=0.2501-0.5 ""50-75%""=0.5001-0.75 ""75-100%""=0.7501-1 default=abnormal
                        | `dmc_timechart_for_disk_usage` partial=f dc(host) as host by range
                        | fields _time, ""0-25%"", ""25-50%"", ""50-75%"", ""75-100%""
                    ",,"sourcetype=splunk_disk_objects","index_detail_deployment"
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
                        index=_introspection sourcetype=splunk_disk_objects component=Indexes data.name=$index$ search_group=dmc_group_indexer search_group=""$group$""
                        | eval pctDiskUsage = 'data.total_size' / 'data.total_capacity'
                        | bin _time minspan=10min
                        | stats $funcDiskPercUsage$(pctDiskUsage) as pctDiskUsage by host _time
                        | rangemap field=pctDiskUsage ""0-25%""=0-0.25 ""25-50%""=0.2501-0.5 ""50-75%""=0.5001-0.75 ""75-100%""=0.7501-1 default=abnormal
                        | `dmc_timechart_for_disk_usage` partial=f dc(host) as host by range
                        | fields _time, ""0-25%"", ""25-50%"", ""50-75%"", ""75-100%""
                    ",,"sourcetype=splunk_disk_objects","index_detail_deployment"
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
                        index=_introspection sourcetype=splunk_disk_objects component=Indexes data.name=$index$ search_group=dmc_group_indexer search_group=""$group$""
                        | eval data_birth_date = if(isnotnull('data.bucket_dirs.cold.event_min_time'), 'data.bucket_dirs.cold.event_min_time', 'data.bucket_dirs.home.event_min_time')
                        | eval data_age_days = round((_time - data_birth_date) / 86400, 0)
                        | `dmc_timechart_for_disk_usage` $funcDataAge$(data_age_days) as ""Data Age""
                    ",,"sourcetype=splunk_disk_objects","index_detail_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
| rest splunk_server=$splunk_server$ /services/data/indexes $datatype$
  | join type=outer title [
    | rest splunk_server=$splunk_server$ /services/data/indexes-extended $datatype$
  ]
| `dmc_exclude_indexes`
| eval warm_bucket_size = coalesce('bucket_dirs.home.warm_bucket_size', 'bucket_dirs.home.size')
| eval cold_bucket_size = coalesce('bucket_dirs.cold.bucket_size', 'bucket_dirs.cold.size')
| eval hot_bucket_size = if(isnotnull(cold_bucket_size), total_size - cold_bucket_size - warm_bucket_size, total_size - warm_bucket_size)
| eval thawed_bucket_size = coalesce('bucket_dirs.thawed.bucket_size', 'bucket_dirs.thawed.size')
| eval warm_bucket_size_gb = coalesce(round(warm_bucket_size / 1024, 2), 0.00)
| eval hot_bucket_size_gb = coalesce(round(hot_bucket_size / 1024, 2), 0.00)
| eval cold_bucket_size_gb = coalesce(round(cold_bucket_size / 1024, 2), 0.00)
| eval thawed_bucket_size_gb = coalesce(round(thawed_bucket_size / 1024, 2), 0.00)

| eval warm_bucket_count = coalesce('bucket_dirs.home.warm_bucket_count', 0)
| eval hot_bucket_count = coalesce('bucket_dirs.home.hot_bucket_count', 0)
| eval cold_bucket_count = coalesce('bucket_dirs.cold.bucket_count', 0)
| eval thawed_bucket_count = coalesce('bucket_dirs.thawed.bucket_count', 0)
| eval home_event_count = coalesce('bucket_dirs.home.event_count', 0)
| eval cold_event_count = coalesce('bucket_dirs.cold.event_count', 0)
| eval thawed_event_count = coalesce('bucket_dirs.thawed.event_count', 0)

| eval home_bucket_size_gb = coalesce(round((warm_bucket_size + hot_bucket_size) / 1024, 2), 0.00)
| eval homeBucketMaxSizeGB = coalesce(round('homePath.maxDataSizeMB' / 1024, 2), 0.00)
| eval home_bucket_capacity_gb = if(homeBucketMaxSizeGB > 0, homeBucketMaxSizeGB, ""unlimited"")
| eval home_bucket_usage_gb = home_bucket_size_gb."" / "".home_bucket_capacity_gb
| eval cold_bucket_capacity_gb = coalesce(round('coldPath.maxDataSizeMB' / 1024, 2), 0.00)
| eval cold_bucket_capacity_gb = if(cold_bucket_capacity_gb > 0, cold_bucket_capacity_gb, ""unlimited"")
| eval cold_bucket_usage_gb = cold_bucket_size_gb."" / "".cold_bucket_capacity_gb

| eval currentDBSizeGB = round(currentDBSizeMB / 1024, 2)
| eval maxTotalDataSizeGB = if((maxTotalDataSizeMB > 0) AND isNull(remotePath), round(maxTotalDataSizeMB / 1024, 2), ""unlimited"")
| eval disk_usage_gb = currentDBSizeGB."" / "".maxTotalDataSizeGB

| eval currentTimePeriodDay = coalesce(round((now() - strptime(minTime,""%Y-%m-%dT%H:%M:%S%z"")) / 86400, 0), 0)
| eval frozenTimePeriodDay = coalesce(round(frozenTimePeriodInSecs / 86400, 0), 0)
| eval frozenTimePeriodDay = if(frozenTimePeriodDay > 0, frozenTimePeriodDay, ""unlimited"")
| eval freeze_period_viz_day = currentTimePeriodDay."" / "".frozenTimePeriodDay

| eval total_bucket_count = toString(coalesce(total_bucket_count, 0), ""commas"")
| eval totalEventCount = toString(coalesce(totalEventCount, 0), ""commas"")
| eval total_raw_size_gb = round(total_raw_size / 1024, 2)
| eval avg_bucket_size_gb = round(currentDBSizeGB / total_bucket_count, 2)
| eval compress_ratio = round(total_raw_size_gb / currentDBSizeGB, 2)."" : 1""

| fields title, datatype
    currentDBSizeGB, totalEventCount, total_bucket_count,  avg_bucket_size_gb,
    total_raw_size_gb, compress_ratio, minTime, maxTime
    freeze_period_viz_day, disk_usage_gb, home_bucket_usage_gb, cold_bucket_usage_gb,
    hot_bucket_size_gb, warm_bucket_size_gb, cold_bucket_size_gb, thawed_bucket_size_gb,
    hot_bucket_count,   warm_bucket_count,   cold_bucket_count,   thawed_bucket_count,
    home_event_count,   cold_event_count,    thawed_event_count,
    homePath, homePath_expanded, coldPath, coldPath_expanded, thawedPath, thawedPath_expanded, summaryHomePath_expanded, tstatsHomePath, tstatsHomePath_expanded,
    maxTotalDataSizeMB, frozenTimePeriodInSecs, homePath.maxDataSizeMB, coldPath.maxDataSizeMB,
    maxDataSize, maxHotBuckets, maxWarmDBCount
    ",,,"index_detail_instance"
